Ad ID,Start Date (in UTC),Campaign Name,Campaign Objective,Total Spent,Impressions,Reach,Clicks,Leads,Video Views,Campaign Status
134533633,02/01/2021,JP_G3_Unleash the Power of Your Data (Storage)_images_Q2/21_accounts,Website visits,206.43 ,3707,1009,41,0,,Active
134533653,02/01/2021,JP_G3_Unleash the Power of Your Data (Storage)_images_Q2/21_accounts,Website visits,166.57 ,2858,1087,33,0,,Active
119002843,02/01/2021,UK_Simplify & Unlock Agility_videos_Q1/21,Website visits,0.00 ,0,0,0,0,0,Completed
119006073,02/01/2021,UK_Unleash the Power of Your Data (Storage)_videos_Q1/21_target account list,Website visits,0.00 ,0,0,0,0,0,Completed
122473503,02/01/2021,UK_Unleash the Power of Your Data (Storage)_videos_Q1/21_contacts,Website visits,0.00 ,0,0,0,0,0,Completed
125480523,02/01/2021,UK_Simplify & Unlock Agility_18.01,Website visits,0.00 ,0,0,0,0,0,Completed
125923093,02/01/2021,UK_Unleash the Power of Your Data (Storage)_social capture,Lead generation,0.00 ,0,0,0,0,,Completed
128322763,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_leads_Q2/21_contacts,Lead generation,2127.71 ,41462,7223,292,31,,Active
128323043,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_leads_Q2/21_job titles,Lead generation,3250.25 ,65602,29007,392,24,,Active
128325423,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_videos_Q2/21_contacts,Website visits,163.38 ,15745,12679,26,0,3192,Completed
128327203,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_videos_Q2/21_contacts,Website visits,210.11 ,17052,15885,30,0,3398,Completed
128332233,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_videos_Q2/21_job titles,Website visits,850.29 ,92536,81299,135,0,16868,Completed
128332423,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_videos_Q2/21_job titles,Website visits,266.71 ,32956,28626,40,0,5942,Completed
128368733,02/01/2021,UK_G4_Simplify & Unlock Agility (Storage)_images_Q2/21_contacts,Website visits,2300.00 ,228733,139917,345,0,,Completed
128368803,02/01/2021,UK_G4_Simplify & Unlock Agility (Storage)_images_Q2/21_job titles,Website visits,0.00 ,7,7,0,0,,Completed
128370023,02/01/2021,UK_G4_Simplify & Unlock Agility (Storage)_videos_Q2/21_job titles,Website visits,245.73 ,11692,8503,20,0,2542,Completed
128370253,02/01/2021,UK_G4_Simplify & Unlock Agility (Storage)_videos_Q2/21_job titles,Website visits,961.41 ,38593,18355,83,0,8331,Completed
128370433,02/01/2021,UK_G4_Simplify & Unlock Agility (Storage)_videos_Q2/21_contacts,Website visits,93.01 ,12274,10282,16,0,2436,Active
128370513,02/01/2021,UK_G4_Simplify & Unlock Agility (Storage)_videos_Q2/21_contacts,Website visits,364.58 ,31639,23301,55,0,5999,Active
128370803,02/01/2021,UK_G4_Simplify & Unlock Agility (Storage)_images_Q2/21_job titles,Website visits,2300.00 ,194699,119790,353,0,,Completed
128431143,02/01/2021,UK_G4_Simplify & Unlock Agility (Storage)_leads_Q2/21_job titles,Lead generation,0.00 ,2,0,0,0,,Completed
128433813,02/01/2021,UK_G4_Simplify & Unlock Agility (Storage)_leads_Q2/21_contacts,Lead generation,171.22 ,7943,7220,26,4,,Completed
128582333,02/01/2021,UK_G4_Simplify & Unlock Agility (Storage)_videos_Q2/21_contacts,Website visits,939.71 ,85151,39702,152,0,19115,Active
128587483,02/01/2021,UK_G4_Simplify & Unlock Agility (Storage)_videos_Q2/21_job titles,Website visits,1299.15 ,49410,22680,104,0,12837,Completed
128588033,02/01/2021,UK_G4_Simplify & Unlock Agility (Storage)_videos_Q2/21_job titles,Website visits,239.99 ,11631,8199,18,0,2835,Completed
128588963,02/01/2021,UK_G4_Simplify & Unlock Agility (Storage)_videos_Q2/21_job titles,Website visits,253.72 ,11936,8230,20,0,3046,Completed
128707183,02/01/2021,UK_G4_Simplify & Unlock Agility (Storage)_leads_Q2/21_job titles,Lead generation,160.75 ,3408,3408,18,2,,Completed
128707893,02/01/2021,UK_G4_Simplify & Unlock Agility (Storage)_leads_Q2/21_contacts,Lead generation,245.90 ,6358,5487,32,5,,Completed
128708193,02/01/2021,UK_G4_Simplify & Unlock Agility (Storage)_leads_Q2/21_contacts,Lead generation,1582.88 ,37391,31008,204,42,,Completed
128708423,02/01/2021,UK_G4_Simplify & Unlock Agility (Storage)_leads_Q2/21_job titles,Lead generation,2489.25 ,47052,45237,328,60,,Completed
128729723,02/01/2021,UK_G4_Simplify & Unlock Agility (Storage)_videos_Q2/21_contacts,Website visits,20.09 ,6012,5338,3,0,1121,Active
128805723,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_videos_Q2/21_contacts,Website visits,495.83 ,49162,41259,81,0,8956,Completed
128805813,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_videos_Q2/21_contacts,Website visits,290.07 ,32293,27828,48,0,6001,Completed
128831683,02/01/2021,UK_G4_Simplify & Unlock Agility (Storage)_videos_Q2/21_contacts,Website visits,131.03 ,12489,10693,18,0,2458,Active
129069233,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_leads_Q2/21_contacts,Lead generation,188.79 ,5105,2426,25,3,,Active
129084583,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_leads_Q2/21_job titles,Lead generation,161.92 ,4710,4546,13,0,,Active
129085403,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_leads_Q2/21_accounts,Lead generation,2831.68 ,109598,62125,430,22,,Active
129085623,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_leads_Q2/21_accounts,Lead generation,59.76 ,5674,4539,10,0,,Active
129514633,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_carousel_Q2/21_contacts,Website visits,410.00 ,39077,29673,58,0,,Completed
129514633,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_carousel_Q2/21_contacts,Website visits,,,,,,,Completed
129514633,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_carousel_Q2/21_contacts,Website visits,,,,,,,Completed
129514883,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_carousel_Q2/21_job titles,Website visits,65.00 ,3179,2630,7,0,,Completed
129514883,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_carousel_Q2/21_job titles,Website visits,,,,,,,Completed
129514883,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_carousel_Q2/21_job titles,Website visits,,,,,,,Completed
129515553,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_carousel_Q2/21_accounts,Website visits,798.88 ,47522,32881,91,0,,Active
129515553,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_carousel_Q2/21_accounts,Website visits,,,,,,,Active
129515553,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_carousel_Q2/21_accounts,Website visits,,,,,,,Active
129674333,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_videos_Q2/21_contacts,Website visits,340.61 ,11827,11411,52,0,2868,Completed
129674423,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_videos_Q2/21_job titles,Website visits,383.00 ,16207,15939,55,0,3919,Completed
129675193,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_videos_Q2/21_acounts,Website visits,165.39 ,16450,13329,23,0,2792,Active
129675203,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_videos_Q2/21_acounts,Website visits,294.18 ,13575,11756,39,0,3338,Active
129675213,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_videos_Q2/21_acounts,Website visits,404.98 ,26090,22248,50,0,4112,Active
133544253,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_leads_Q2/21_contacts,Lead generation,11.83 ,133,117,1,1,,Active
133544283,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_leads_Q2/21_contacts,Lead generation,0.00 ,133,133,0,0,,Active
133546213,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_leads_Q2/21_job titles,Lead generation,10.55 ,112,112,1,0,,Active
133546223,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_leads_Q2/21_job titles,Lead generation,0.00 ,80,80,0,0,,Active
133546693,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_leads_Q2/21_accounts,Lead generation,0.00 ,677,653,0,0,,Active
133546703,02/01/2021,UK_G3_Unleash the Power of Your Data (Storage)_leads_Q2/21_accounts,Lead generation,17.51 ,800,758,2,0,,Active
135811093,02/01/2021,UK_G3_IDP_Image to Website_Storage Day Teaser Social Cards_Q2/21_Contacts,Website visits,80.75 ,1921,1289,17,0,,Active
135811273,02/01/2021,UK_G3_IDP_Image to Website_Storage Day Teaser Social Cards_Q2/21_Contacts,Website visits,75.83 ,1978,1208,19,0,,Active
135812103,02/01/2021,UK_G3_IDP_Image to Website_Storage Day Teaser Social Cards_Q2/21_Accounts,Website visits,76.22 ,2245,1419,25,0,,Active
135812333,02/01/2021,UK_G3_IDP_Image to Website_Storage Day Teaser Social Cards_Q2/21_Accounts,Website visits,81.28 ,2287,1693,20,0,,Active
135812813,02/01/2021,UK_G3_IDP_Image to Website_Storage Day Teaser Social Cards_Q2/21_Job Titles,Website visits,80.34 ,2749,2694,20,0,,Active
135813153,02/01/2021,UK_G3_IDP_Image to Website_Storage Day Teaser Social Cards_Q2/21_Job Titles,Website visits,76.93 ,2759,2448,23,0,,Active
124650193,02/01/2021,"ESP_ SMB_carousel_JAN 7, 2021",Website visits,0.00 ,0,0,0,0,,Completed
124650193,02/01/2021,"ESP_ SMB_carousel_JAN 7, 2021",Website visits,,,,,,,Completed
124650193,02/01/2021,"ESP_ SMB_carousel_JAN 7, 2021",Website visits,,,,,,,Completed
124774543,02/01/2021,Wednesday_Webinars_Job_Titles,Website visits,0.00 ,0,0,0,0,,Completed
125056504,02/01/2021,PL_G4_Simplify & Unlock Agility (Storage)_leads_Q2/21_ job titles,Lead generation,54.01 ,3805,1434,14,0,,Paused
125062264,02/01/2021,TUR_G4_Simplify & Unlock Agility (Storage)_leads_Q2/21_contacts,Lead generation,298.19 ,20812,5785,111,5,,Paused
125066714,02/01/2021,PL_G4_Simplify & Unlock Agility (Storage)_leads_Q2/21_contacts,Lead generation,279.93 ,14501,7797,55,2,,Paused
125067144,02/01/2021,PL_G4_Simplify & Unlock Agility (Storage)_leads_Q2/21_accounts,Lead generation,216.72 ,21030,9573,57,1,,Paused
126996153,02/01/2021,BR_G1_Cloud that Comes to You_video_Q2_contacts,Website visits,625.00 ,126588,56620,478,0,30923,Completed
126996233,02/01/2021,BR_G1_Cloud that Comes to You_video_Q2_job titles,Website visits,125.00 ,11416,6709,48,0,3633,Completed
126997323,02/01/2021,BR_G6_DERMO Corp Inv_image_Q2_contacts,Website visits,625.00 ,104184,55321,285,0,,Completed
126997453,02/01/2021,BR_G6_DERMO Corp Inv_image_Q2_job titles,Website visits,110.00 ,11323,8956,31,0,,Completed
126998483,02/01/2021,MX_G1_Cloud that Comes to You_Video_Q2/21_companies,Website visits,740.00 ,38159,18402,116,0,9197,Completed
126998563,02/01/2021,MX_G1_Cloud that Comes to You_Video_Q2_job titles,Website visits,510.00 ,29677,7577,87,0,7600,Completed
127000133,02/01/2021,MX_G6_DERMO Corp Inv_image_Q2_ contact,Website visits,50.22 ,1071,168,10,0,,Active
127000183,02/01/2021,MX_G6_DERMO Corp Inv_image_Q2_ job titles,Website visits,1185.00 ,74966,43498,268,0,,Completed
127875823,02/01/2021,BR_G1_Cloud that Comes to You_video_Q2_companies,Website visits,500.00 ,58822,32242,286,0,17623,Completed
127876483,02/01/2021,BR_G6_DERMO Corp Inv_image_Q2_companies,Website visits,515.00 ,64727,59538,229,0,,Completed
128117023,02/01/2021,x,Lead generation,5.07 ,220,220,1,0,,Paused
128160043,02/01/2021,ESP_G2_Accelerate your Data- Driven Transformation_leads_Q2/21_job titles,Lead generation,1660.00 ,73130,17192,288,19,,Completed
128167353,02/01/2021,ESP_G2_Accelerate your Data- Driven Transformation_leads_Q2/21_contacts,Lead generation,3340.00 ,150669,78270,668,46,,Completed
130346823,02/01/2021,NL_G1 Cloud That Comes To You_Leads_Q2/21_Contacts,Lead generation,502.31 ,8706,4457,27,1,,Completed
131111893,02/01/2021,ISR_G2_Accelerate your Data- Driven Transformation_videos_Q2/21_job titles,Website visits,1000.00 ,15233,10602,205,0,5765,Completed
131718283,02/01/2021,CZ_G1 Cloud That Comes To You_Leads_Q2/21_job titles,Lead generation,9.86 ,652,509,2,0,,Active
131745123,02/01/2021,FR_SMB/Transactional_NVIDIA_Image to Website_Q2/21_Accounts + Job Titles,Website visits,10000.00 ,895468,355798,1393,0,,Completed
131792803,02/01/2021,PT_G1_The Cloud that Comes to You_reg_Q2/21,Website visits,515.00 ,7583,2407,34,0,,Completed
131792803,02/01/2021,PT_G1_The Cloud that Comes to You_reg_Q2/21,Website visits,,,,,,,Completed
131792803,02/01/2021,PT_G1_The Cloud that Comes to You_reg_Q2/21,Website visits,,,,,,,Completed
131792803,02/01/2021,PT_G1_The Cloud that Comes to You_reg_Q2/21,Website visits,,,,,,,Completed
131792803,02/01/2021,PT_G1_The Cloud that Comes to You_reg_Q2/21,Website visits,,,,,,,Completed
131792803,02/01/2021,PT_G1_The Cloud that Comes to You_reg_Q2/21,Website visits,,,,,,,Completed
131798653,02/01/2021,PT_G1_The Cloud that Comes to You_reg_Q2/21_companies,Website visits,130.00 ,1480,495,6,0,,Completed
131798653,02/01/2021,PT_G1_The Cloud that Comes to You_reg_Q2/21_companies,Website visits,,,,,,,Completed
131798653,02/01/2021,PT_G1_The Cloud that Comes to You_reg_Q2/21_companies,Website visits,,,,,,,Completed
131798653,02/01/2021,PT_G1_The Cloud that Comes to You_reg_Q2/21_companies,Website visits,,,,,,,Completed
131798653,02/01/2021,PT_G1_The Cloud that Comes to You_reg_Q2/21_companies,Website visits,,,,,,,Completed
131798653,02/01/2021,PT_G1_The Cloud that Comes to You_reg_Q2/21_companies,Website visits,,,,,,,Completed
131810733,02/01/2021,PT_G1_The Cloud that Comes to You_reg_Q2/21_lists,Website visits,855.00 ,37399,17967,125,0,,Completed
131810733,02/01/2021,PT_G1_The Cloud that Comes to You_reg_Q2/21_lists,Website visits,,,,,,,Completed
131810733,02/01/2021,PT_G1_The Cloud that Comes to You_reg_Q2/21_lists,Website visits,,,,,,,Completed
131810733,02/01/2021,PT_G1_The Cloud that Comes to You_reg_Q2/21_lists,Website visits,,,,,,,Completed
131810733,02/01/2021,PT_G1_The Cloud that Comes to You_reg_Q2/21_lists,Website visits,,,,,,,Completed
131810733,02/01/2021,PT_G1_The Cloud that Comes to You_reg_Q2/21_lists,Website visits,,,,,,,Completed
132197823,02/01/2021,NL_G1 Cloud That Comes To You_Leads_Q2/21_Contacts,Lead generation,407.36 ,11099,5559,39,2,,Completed
132245033,02/01/2021,NL_G1 Cloud That Comes To You_Leads_Q2/21_Job Titles,Lead generation,90.33 ,1559,1538,3,0,,Completed
132408163,02/01/2021,UK_G5_Apollo 2000 GEN10 Plus_leads_Q2/21_job titles,Lead generation,11.89 ,1427,1427,1,0,,Paused
132408693,02/01/2021,UK_G5_Apollo 2000 GEN10 Plus_leads_Q2/21_job titles,Lead generation,61.53 ,1929,1854,4,0,,Paused
132408833,02/01/2021,UK_G5_Apollo 2000 GEN10 Plus_leads_Q2/21_job titles,Lead generation,583.99 ,9695,8732,40,0,,Paused
132408923,02/01/2021,UK_G5_Apollo 2000 GEN10 Plus_leads_Q2/21_job titles,Lead generation,203.25 ,4707,4406,15,1,,Paused
132409613,02/01/2021,CERTA_G5_Apollo 2000 GEN10 Plus_leads_Q2/21_job titles,Lead generation,454.88 ,18291,15978,81,1,,Paused
132409623,02/01/2021,CERTA_G5_Apollo 2000 GEN10 Plus_leads_Q2/21_job titles,Lead generation,64.73 ,4069,3649,16,0,,Paused
132409633,02/01/2021,CERTA_G5_Apollo 2000 GEN10 Plus_leads_Q2/21_job titles,Lead generation,106.80 ,3769,3757,19,0,,Paused
132409643,02/01/2021,CERTA_G5_Apollo 2000 GEN10 Plus_leads_Q2/21_job titles,Lead generation,305.43 ,14447,12110,59,0,,Paused
132484713,02/01/2021,BE&LU_G1_Cloud that Comes to You_carousel_Q2/21_job titles,Website visits,1565.00 ,60690,39288,149,0,,Completed
132484713,02/01/2021,BE&LU_G1_Cloud that Comes to You_carousel_Q2/21_job titles,Website visits,,,,,,,Completed
132484713,02/01/2021,BE&LU_G1_Cloud that Comes to You_carousel_Q2/21_job titles,Website visits,,,,,,,Completed
132484713,02/01/2021,BE&LU_G1_Cloud that Comes to You_carousel_Q2/21_job titles,Website visits,,,,,,,Completed
132484713,02/01/2021,BE&LU_G1_Cloud that Comes to You_carousel_Q2/21_job titles,Website visits,,,,,,,Completed
132553713,02/01/2021,BE&LU_G1_Cloud that Comes to You_carousel_Q2/21_contacts,Website visits,380.00 ,29839,11553,59,0,,Completed
132553713,02/01/2021,BE&LU_G1_Cloud that Comes to You_carousel_Q2/21_contacts,Website visits,,,,,,,Completed
132553713,02/01/2021,BE&LU_G1_Cloud that Comes to You_carousel_Q2/21_contacts,Website visits,,,,,,,Completed
132553713,02/01/2021,BE&LU_G1_Cloud that Comes to You_carousel_Q2/21_contacts,Website visits,,,,,,,Completed
132553713,02/01/2021,BE&LU_G1_Cloud that Comes to You_carousel_Q2/21_contacts,Website visits,,,,,,,Completed
132558233,02/01/2021,BE&LU_G1_Cloud that Comes to You_carousel_Q2/21_companies,Website visits,111.62 ,1378,262,7,0,,Paused
132558233,02/01/2021,BE&LU_G1_Cloud that Comes to You_carousel_Q2/21_companies,Website visits,,,,,,,Paused
132558233,02/01/2021,BE&LU_G1_Cloud that Comes to You_carousel_Q2/21_companies,Website visits,,,,,,,Paused
132558233,02/01/2021,BE&LU_G1_Cloud that Comes to You_carousel_Q2/21_companies,Website visits,,,,,,,Paused
132558233,02/01/2021,BE&LU_G1_Cloud that Comes to You_carousel_Q2/21_companies,Website visits,,,,,,,Paused
132940673,02/01/2021,CERTA_G5_Apollo 2000 GEN10 Plus_leads_Q2/21_job titles,Lead generation,1268.50 ,37839,24494,194,5,,Completed
132940683,02/01/2021,CERTA_G5_Apollo 2000 GEN10 Plus_leads_Q2/21_job titles,Lead generation,645.89 ,19576,14991,94,3,,Completed
132940693,02/01/2021,CERTA_G5_Apollo 2000 GEN10 Plus_leads_Q2/21_job titles,Lead generation,48.45 ,3132,2909,9,0,,Completed
132940703,02/01/2021,CERTA_G5_Apollo 2000 GEN10 Plus_leads_Q2/21_job titles,Lead generation,72.17 ,3250,3060,9,0,,Completed
132941493,02/01/2021,UK_G5_Apollo 2000 GEN10 Plus_leads_Q2/21_job titles,Lead generation,111.51 ,4127,4127,7,0,,Completed
132941503,02/01/2021,UK_G5_Apollo 2000 GEN10 Plus_leads_Q2/21_job titles,Lead generation,231.62 ,6204,5416,14,0,,Completed
132941513,02/01/2021,UK_G5_Apollo 2000 GEN10 Plus_leads_Q2/21_job titles,Lead generation,1193.30 ,22840,15594,77,1,,Completed
132941523,02/01/2021,UK_G5_Apollo 2000 GEN10 Plus_leads_Q2/21_job titles,Lead generation,109.57 ,3457,3177,7,0,,Completed
132942913,02/01/2021,BE&LU_The Cloud that Comes to You_carousel_Q2/21_job titles,Website visits,1143.00 ,28762,12856,82,0,,Completed
132942913,02/01/2021,BE&LU_The Cloud that Comes to You_carousel_Q2/21_job titles,Website visits,,,,,,,Completed
132942913,02/01/2021,BE&LU_The Cloud that Comes to You_carousel_Q2/21_job titles,Website visits,,,,,,,Completed
132942913,02/01/2021,BE&LU_The Cloud that Comes to You_carousel_Q2/21_job titles,Website visits,,,,,,,Completed
132942913,02/01/2021,BE&LU_The Cloud that Comes to You_carousel_Q2/21_job titles,Website visits,,,,,,,Completed
132945043,02/01/2021,PT_G1_The Cloud that Comes to You_reg_Q2/21_companies,Website visits,160.00 ,1888,509,3,0,,Completed
132945043,02/01/2021,PT_G1_The Cloud that Comes to You_reg_Q2/21_companies,Website visits,,,,,,,Completed
132945043,02/01/2021,PT_G1_The Cloud that Comes to You_reg_Q2/21_companies,Website visits,,,,,,,Completed
132945043,02/01/2021,PT_G1_The Cloud that Comes to You_reg_Q2/21_companies,Website visits,,,,,,,Completed
132945043,02/01/2021,PT_G1_The Cloud that Comes to You_reg_Q2/21_companies,Website visits,,,,,,,Completed
132945043,02/01/2021,PT_G1_The Cloud that Comes to You_reg_Q2/21_companies,Website visits,,,,,,,Completed
132949573,02/01/2021,CZ_G1 Cloud That Comes To You_Leads_Q2/21_contacts,Lead generation,474.56 ,21203,8160,52,0,,Active
133231413,02/01/2021,FR_G5_Apollo 2000 GEN10 Plus_leads_Q2/21 job titles,Lead generation,494.07 ,15068,9678,52,1,,Active
133231503,02/01/2021,FR_G5_Apollo 2000 GEN10 Plus_leads_Q2/21 job titles,Lead generation,307.14 ,11110,7500,34,1,,Active
133231653,02/01/2021,FR_G5_Apollo 2000 GEN10 Plus_leads_Q2/21 job titles,Lead generation,740.35 ,23600,11674,83,0,,Active
133231673,02/01/2021,FR_G5_Apollo 2000 GEN10 Plus_leads_Q2/21 job titles,Lead generation,1939.01 ,55029,22959,203,4,,Active
133242483,02/01/2021,FR_G5_Apollo 2000 GEN10 Plus_leads_Q2/21_ accounts,Lead generation,94.21 ,4481,4399,12,0,,Completed
133242493,02/01/2021,FR_G5_Apollo 2000 GEN10 Plus_leads_Q2/21_ accounts,Lead generation,176.83 ,8535,8535,30,0,,Completed
133242503,02/01/2021,FR_G5_Apollo 2000 GEN10 Plus_leads_Q2/21_ accounts,Lead generation,526.31 ,20565,19092,83,1,,Completed
133242513,02/01/2021,FR_G5_Apollo 2000 GEN10 Plus_leads_Q2/21_ accounts,Lead generation,202.66 ,8415,7406,31,0,,Completed
133243743,02/01/2021,CERTA_G5_Apollo 2000 GEN10 Plus_leads_Q2/21_accounts,Lead generation,370.01 ,20964,20964,96,1,,Completed
133243753,02/01/2021,CERTA_G5_Apollo 2000 GEN10 Plus_leads_Q2/21_accounts,Lead generation,128.59 ,5886,5608,29,1,,Completed
133243763,02/01/2021,CERTA_G5_Apollo 2000 GEN10 Plus_leads_Q2/21_accounts,Lead generation,777.90 ,36998,30804,199,4,,Completed
133243773,02/01/2021,CERTA_G5_Apollo 2000 GEN10 Plus_leads_Q2/21_accounts,Lead generation,758.51 ,37728,26513,192,2,,Completed
133598373,02/01/2021,CZ_G1 Cloud That Comes To You_Leads_Q2/21_job titles,Lead generation,233.97 ,4298,1402,27,1,,Active
133904633,02/01/2021,FR_G1_Cloud that Comes to You_leads_Q2/21_job titles_1-500,Lead generation,630.00 ,17833,8336,67,11,,Completed
133905873,02/01/2021,FR_G1_Cloud that Comes to You_leads_Q2/21_job titles_500 - 1000,Lead generation,150.00 ,3381,1398,14,0,,Completed
133906333,02/01/2021,FR_G1_Cloud that Comes to You_leads_Q2/21_job titles_up 1000,Lead generation,227.86 ,6368,4618,21,1,,Completed
134635303,02/01/2021,BE&LU_Pavement 10 reasons_leads_Q2/21,Lead generation,443.67 ,13683,5931,50,1,,Active
134635303,02/01/2021,BE&LU_Pavement 10 reasons_leads_Q2/21,Lead generation,,,,,,,Active
134635303,02/01/2021,BE&LU_Pavement 10 reasons_leads_Q2/21,Lead generation,,,,,,,Active
134635303,02/01/2021,BE&LU_Pavement 10 reasons_leads_Q2/21,Lead generation,,,,,,,Active
134635303,02/01/2021,BE&LU_Pavement 10 reasons_leads_Q2/21,Lead generation,,,,,,,Active
134635303,02/01/2021,BE&LU_Pavement 10 reasons_leads_Q2/21,Lead generation,,,,,,,Active
135339133,02/01/2021,CZ_G1 Cloud That Comes To You_Leads_Q2/21_skills,Lead generation,39.37 ,1180,1180,3,0,,Active
